srcip,record_id,classification,severity,risk_score,connection_count,unique_dstip_count,unique_dsport_count,dst_src_relationship_count,state_ttl_count,attack_cat,label,reason
record-15780,15780,Suspicious,Medium,22,21,21,21,28,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 28 links
record-15785,15785,Suspicious,Medium,22,21,21,21,28,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 28 links
record-15791,15791,Suspicious,Medium,22,21,21,21,28,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 28 links
record-15798,15798,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-15805,15805,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-15812,15812,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-15891,15891,Suspicious,Medium,22,21,21,21,37,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 37 links
record-16371,16371,Suspicious,Medium,22,21,21,21,41,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 41 links
record-16428,16428,Suspicious,Medium,22,21,21,21,28,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 28 links
record-16877,16877,Suspicious,Medium,22,21,21,21,28,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 28 links
record-16946,16946,Suspicious,Medium,22,21,21,21,28,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 28 links
record-16950,16950,Suspicious,Medium,22,21,21,21,28,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 28 links
record-17119,17119,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-17127,17127,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-17134,17134,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-17297,17297,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-17416,17416,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-17436,17436,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-17452,17452,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-17480,17480,Suspicious,Medium,22,21,21,21,28,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 28 links
record-17486,17486,Suspicious,Medium,22,21,21,21,28,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 28 links
record-17583,17583,Suspicious,Medium,22,21,21,21,41,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 41 links
record-17661,17661,Suspicious,Medium,22,21,21,21,31,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 31 links
record-17668,17668,Suspicious,Medium,22,21,21,21,31,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 31 links
record-17675,17675,Suspicious,Medium,22,21,21,21,31,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 31 links
record-17707,17707,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-17860,17860,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-17865,17865,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-17951,17951,Suspicious,Medium,22,21,21,21,37,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 37 links
record-17958,17958,Suspicious,Medium,22,21,21,21,37,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 37 links
record-17963,17963,Suspicious,Medium,22,21,21,21,37,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 37 links
record-18059,18059,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-18087,18087,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-18098,18098,Suspicious,Medium,22,21,21,21,41,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 41 links
record-18104,18104,Suspicious,Medium,22,21,21,21,41,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 41 links
record-18111,18111,Suspicious,Medium,22,21,21,21,41,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 41 links
record-18135,18135,Suspicious,Medium,22,21,21,21,41,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 41 links
record-18153,18153,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-18216,18216,Suspicious,Medium,22,21,21,21,27,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 27 links
record-18222,18222,Suspicious,Medium,22,21,21,21,27,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 27 links
record-18264,18264,Suspicious,Medium,22,21,21,21,27,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 27 links
record-18270,18270,Suspicious,Medium,22,21,21,21,27,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 27 links
record-18459,18459,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-18504,18504,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-18513,18513,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-18848,18848,Suspicious,Medium,22,21,21,21,27,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 27 links
record-18942,18942,Suspicious,Medium,22,21,21,21,31,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 31 links
record-18949,18949,Suspicious,Medium,22,21,21,21,31,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 31 links
record-18955,18955,Suspicious,Medium,22,21,21,21,31,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 31 links
record-18963,18963,Suspicious,Medium,22,21,21,21,31,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 31 links
record-19006,19006,Suspicious,Medium,22,21,21,21,31,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 31 links
record-19033,19033,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19068,19068,Suspicious,Medium,22,21,21,21,31,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 31 links
record-19073,19073,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19092,19092,Suspicious,Medium,22,21,21,21,37,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 37 links
record-19100,19100,Suspicious,Medium,22,21,21,21,37,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 37 links
record-19110,19110,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-19115,19115,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-19119,19119,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-19168,19168,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19180,19180,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19184,19184,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19188,19188,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19194,19194,Suspicious,Medium,22,21,21,21,27,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 27 links
record-19449,19449,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19452,19452,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19456,19456,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19677,19677,Suspicious,Medium,22,21,21,21,27,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 27 links
record-19681,19681,Suspicious,Medium,22,21,21,21,27,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 27 links
record-19751,19751,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19753,19753,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19758,19758,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19816,19816,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-19818,19818,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-19838,19838,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19849,19849,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19850,19850,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19853,19853,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19855,19855,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19856,19856,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19859,19859,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19860,19860,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-19885,19885,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-19889,19889,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-20052,20052,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-20054,20054,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-20103,20103,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-20108,20108,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-20611,20611,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-20614,20614,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-21214,21214,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-21218,21218,Suspicious,Medium,22,21,21,21,48,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 48 links
record-21353,21353,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-21357,21357,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-21535,21535,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-21548,21548,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-21551,21551,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-21560,21560,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-21563,21563,Suspicious,Medium,22,21,21,21,45,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 45 links
record-21885,21885,Suspicious,Medium,22,21,21,21,38,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 38 links
record-22091,22091,Suspicious,Medium,22,21,21,21,39,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 39 links
record-22092,22092,Suspicious,Medium,22,21,21,21,39,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 39 links
record-22103,22103,Suspicious,Medium,22,21,21,21,39,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 39 links
record-22104,22104,Suspicious,Medium,22,21,21,21,39,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 39 links
record-22105,22105,Suspicious,Medium,22,21,21,21,39,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 39 links
record-22874,22874,Suspicious,Medium,22,21,21,21,35,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 35 links
record-22875,22875,Suspicious,Medium,22,21,21,21,35,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 35 links
record-23146,23146,Suspicious,Medium,22,21,21,21,37,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 37 links
record-23147,23147,Suspicious,Medium,22,21,21,21,37,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 37 links
record-23200,23200,Suspicious,Medium,22,21,21,21,35,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 35 links
record-23201,23201,Suspicious,Medium,22,21,21,21,35,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 35 links
record-23202,23202,Suspicious,Medium,22,21,21,21,35,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 35 links
record-23217,23217,Suspicious,Medium,22,21,21,21,35,2,Generic,1,Elevated port diversity: 21 destination ports; Repeated source-destination behavior: 35 links
record-14740,14740,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-16298,16298,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-16305,16305,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-16311,16311,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-17806,17806,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-17813,17813,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18377,18377,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18605,18605,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18611,18611,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18612,18612,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18617,18617,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18618,18618,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18622,18622,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-18628,18628,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-22983,22983,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-22984,22984,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-22985,22985,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-22986,22986,Suspicious,Medium,22,21,21,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
record-13953,13953,Suspicious,Medium,22,21,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-14420,14420,Suspicious,Medium,22,21,20,20,30,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 30 links
record-14427,14427,Suspicious,Medium,22,21,20,20,30,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 30 links
record-18229,18229,Suspicious,Medium,22,21,20,20,30,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 30 links
record-18238,18238,Suspicious,Medium,22,21,20,20,30,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 30 links
record-18246,18246,Suspicious,Medium,22,21,20,20,30,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 30 links
record-12089,12089,Suspicious,Medium,22,20,20,20,26,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 26 links
record-12092,12092,Suspicious,Medium,22,20,20,20,26,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 26 links
record-12095,12095,Suspicious,Medium,22,20,20,20,26,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 26 links
record-12764,12764,Suspicious,Medium,22,20,20,20,26,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 26 links
record-13649,13649,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-13655,13655,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-13659,13659,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-13663,13663,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-13669,13669,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-13731,13731,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-13736,13736,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-13743,13743,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-13800,13800,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-13806,13806,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-14597,14597,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-14633,14633,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-14640,14640,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-14670,14670,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-14677,14677,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-14722,14722,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-14727,14727,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-14745,14745,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-14819,14819,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-14825,14825,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-14867,14867,Suspicious,Medium,22,20,20,20,32,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 32 links
record-14903,14903,Suspicious,Medium,22,20,20,20,32,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 32 links
record-14909,14909,Suspicious,Medium,22,20,20,20,32,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 32 links
record-15092,15092,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-15099,15099,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-15138,15138,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-15172,15172,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-15179,15179,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-15214,15214,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-15268,15268,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-15327,15327,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-15334,15334,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-15341,15341,Suspicious,Medium,22,20,20,20,34,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 34 links
record-15343,15343,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-15349,15349,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-15355,15355,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-15361,15361,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-15366,15366,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-15376,15376,Suspicious,Medium,22,20,20,20,35,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 35 links
record-15469,15469,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-15514,15514,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-15521,15521,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-15526,15526,Suspicious,Medium,22,20,20,20,27,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 27 links
record-15545,15545,Suspicious,Medium,22,20,20,20,32,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 32 links
record-15618,15618,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-15652,15652,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-15656,15656,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-15714,15714,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-16169,16169,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-16177,16177,Suspicious,Medium,22,20,20,20,33,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 33 links
record-16183,16183,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-16214,16214,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-16233,16233,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-16260,16260,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-16338,16338,Suspicious,Medium,22,20,20,20,28,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 28 links
record-16368,16368,Suspicious,Medium,22,20,20,20,31,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 31 links
record-16390,16390,Suspicious,Medium,22,20,20,20,41,2,Generic,1,Elevated port diversity: 20 destination ports; Repeated source-destination behavior: 41 links
